char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status
绤,U+7EE4,7095,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,228,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
骍,U+9A8D,7096,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1165,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬘫,U+2C62B,7097,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䂮,U+40AE,7098,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
琎,U+740E,7099,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1550,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
珸,U+73F8,7100,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1528,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
珵,U+73F5,7101,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1525,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
琄,U+7404,7102,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1540,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
琈,U+7408,7103,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1544,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
琀,U+7400,7104,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1536,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
珺,U+73FA,7105,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1530,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
堎,U+580E,7107,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,526,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
堐,U+5810,7108,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,528,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
埫,U+57EB,7111,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,491,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
堌,U+580C,7112,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,524,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
晢,U+6662,7113,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,98,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫮃,U+2BB83,7114,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
掞,U+639E,7115,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1438,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
埪,U+57EA,7116,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,490,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
壸,U+58F8,7117,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上中下,2,present,True,760,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㙍,U+364D,7118,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
萚,U+841A,7121,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1562,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䓫,U+44EB,7124,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
勚,U+52DA,7125,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1242,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䓬,U+44EC,7126,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
菂,U+83C2,7128,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1474,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
菍,U+83CD,7129,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1485,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
菼,U+83FC,7130,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1532,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
萣,U+8423,7131,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1571,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䓨,U+44E8,7132,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
菉,U+83C9,7133,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1481,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䓛,U+44DB,7134,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
梽,U+68BD,7136,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,701,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
桯,U+686F,7139,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,623,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
梌,U+688C,7141,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,652,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
桹,U+6879,7142,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,633,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
敔,U+6554,7143,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1876,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
硔,U+7854,7145,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,596,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鿎,U+9FCE,7146,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
硚,U+785A,7148,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,602,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
硊,U+784A,7149,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,586,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
硍,U+784D,7150,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,589,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
勔,U+52D4,7151,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1236,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䴕,U+4D15,7152,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
龁,U+9F81,7153,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,385,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
逴,U+9034,7154,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左下包,8,present,True,564,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
翈,U+7FC8,7157,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,456,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㫰,U+3AF0,7158,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
晙,U+6659,7159,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,89,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
畤,U+7564,7160,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1892,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬱖,U+2CC56,7161,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蛃,U+86C3,7164,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,195,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蚲,U+86B2,7165,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,178,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬟽,U+2C7FD,7166,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
